epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,44.5084,0.50312,0.71226,0.90001,0.93746,0.96078,0.97816,0.88388,0.48119,0.5703,0.79727,0.0015248,0.0015248,0.0015248
14,47.6088,0.50806,0.69502,0.89732,0.94578,0.94118,0.98354,0.91649,0.42115,0.57162,0.78672,0.0014852,0.0014852,0.0014852
15,50.7081,0.47808,0.63805,0.8838,0.90442,0.94118,0.97085,0.87194,0.53153,0.58644,0.82222,0.0014456,0.0014456,0.0014456
16,53.8117,0.53165,0.69565,0.9073,0.93941,0.91204,0.9725,0.90693,0.40585,0.56215,0.7794,0.001406,0.001406,0.001406
17,56.8841,0.47865,0.65565,0.90186,0.90063,0.97743,0.98196,0.93288,0.36928,0.53665,0.76819,0.0013664,0.0013664,0.0013664
18,59.9857,0.45797,0.6025,0.88365,0.93272,0.95135,0.97813,0.90684,0.43436,0.4944,0.77212,0.0013268,0.0013268,0.0013268
19,63.0854,0.45749,0.61553,0.86848,0.96065,0.95737,0.97374,0.92105,0.36317,0.46664,0.78399,0.0012872,0.0012872,0.0012872
20,66.1997,0.44636,0.60174,0.88995,0.97932,0.92874,0.97622,0.92632,0.3487,0.46349,0.78209,0.0012476,0.0012476,0.0012476
21,69.2308,0.4584,0.57217,0.8829,0.89881,0.95795,0.96853,0.92756,0.35709,0.44735,0.75965,0.001208,0.001208,0.001208
22,72.3074,0.43126,0.57874,0.87346,0.93854,0.97059,0.98379,0.94969,0.3452,0.42789,0.76348,0.0011684,0.0011684,0.0011684
23,75.4033,0.38864,0.53061,0.85242,0.94329,0.97843,0.98807,0.95591,0.31852,0.33148,0.76611,0.0011288,0.0011288,0.0011288
24,78.5258,0.42474,0.57824,0.87128,0.94266,0.95098,0.98072,0.94683,0.33147,0.38916,0.76191,0.0010892,0.0010892,0.0010892
25,81.5731,0.3763,0.52445,0.86657,0.96501,0.93137,0.97907,0.91385,0.35224,0.3684,0.75998,0.0010496,0.0010496,0.0010496
26,84.7001,0.37388,0.52563,0.85873,0.9691,0.92233,0.98124,0.9478,0.30386,0.33566,0.76457,0.00101,0.00101,0.00101
27,87.8254,0.39126,0.5066,0.86861,0.98733,0.92157,0.98337,0.9504,0.29477,0.32647,0.75472,0.0009704,0.0009704,0.0009704
28,90.9475,0.37349,0.49352,0.85808,0.94161,0.94859,0.975,0.94773,0.30235,0.34027,0.7579,0.0009308,0.0009308,0.0009308
29,94.0045,0.3672,0.48482,0.86168,0.92357,0.97059,0.98453,0.96077,0.28652,0.32921,0.75117,0.0008912,0.0008912,0.0008912
30,97.1239,0.3623,0.47396,0.84866,0.9795,0.93689,0.98391,0.9577,0.27,0.3027,0.7482,0.0008516,0.0008516,0.0008516
31,100.231,0.36157,0.47036,0.86048,0.95884,0.96078,0.97989,0.95999,0.26318,0.29858,0.75479,0.000812,0.000812,0.000812
32,103.265,0.33676,0.46491,0.84934,0.97529,0.96078,0.9806,0.94647,0.27113,0.3112,0.75975,0.0007724,0.0007724,0.0007724
33,106.473,0.35531,0.48152,0.85903,0.94064,0.94118,0.97422,0.9451,0.29976,0.40952,0.76692,0.0007328,0.0007328,0.0007328
34,109.536,0.33162,0.44302,0.85382,0.96548,0.95098,0.98035,0.95047,0.29543,0.33292,0.76057,0.0006932,0.0006932,0.0006932
35,112.604,0.34084,0.47909,0.84961,0.98977,0.94882,0.98317,0.96416,0.25516,0.32366,0.75669,0.0006536,0.0006536,0.0006536
36,115.704,0.34083,0.45223,0.85678,0.97032,0.96154,0.98739,0.96317,0.28665,0.30863,0.76139,0.000614,0.000614,0.000614
37,118.734,0.33293,0.45335,0.85841,0.94238,0.98039,0.98529,0.96611,0.24652,0.29044,0.75181,0.0005744,0.0005744,0.0005744
38,121.845,0.3252,0.44581,0.85623,0.94861,0.95098,0.98182,0.96461,0.24182,0.31173,0.75047,0.0005348,0.0005348,0.0005348
39,124.922,0.31381,0.4271,0.83802,0.95934,0.94118,0.97559,0.95488,0.25117,0.34229,0.75268,0.0004952,0.0004952,0.0004952
40,127.988,0.32843,0.44516,0.85193,0.95778,0.92157,0.97515,0.95251,0.25515,0.33103,0.76151,0.0004556,0.0004556,0.0004556
41,158.235,0.26523,0.40926,0.82857,0.95956,0.9304,0.96879,0.9461,0.29341,0.33953,0.76604,0.000416,0.000416,0.000416
42,161.272,0.26303,0.39559,0.8034,0.94987,0.95098,0.9781,0.95323,0.26628,0.30164,0.76039,0.0003764,0.0003764,0.0003764
43,164.271,0.26799,0.37729,0.79586,0.93249,0.94795,0.97959,0.94718,0.2568,0.32455,0.75944,0.0003368,0.0003368,0.0003368
44,167.292,0.27044,0.42748,0.8275,0.97887,0.93137,0.98758,0.96552,0.23612,0.29225,0.75111,0.0002972,0.0002972,0.0002972
45,170.297,0.23504,0.37351,0.81555,0.9818,0.93137,0.98804,0.96775,0.2436,0.29049,0.74827,0.0002576,0.0002576,0.0002576
46,173.412,0.22655,0.34539,0.81059,0.97493,0.93137,0.98806,0.96718,0.23644,0.27074,0.7486,0.000218,0.000218,0.000218
47,176.451,0.2322,0.36138,0.8043,0.95984,0.93722,0.98734,0.96532,0.24518,0.2769,0.74909,0.0001784,0.0001784,0.0001784
48,179.476,0.23152,0.33623,0.79046,0.9344,0.9775,0.98756,0.96499,0.22628,0.26024,0.75009,0.0001388,0.0001388,0.0001388
49,182.477,0.20676,0.31054,0.80752,0.93428,0.97558,0.98478,0.96364,0.23684,0.25465,0.75077,9.92e-05,9.92e-05,9.92e-05
50,185.574,0.21304,0.31891,0.8048,0.95139,0.95936,0.9848,0.96323,0.23083,0.24544,0.74948,5.96e-05,5.96e-05,5.96e-05
